id_str,full_text,created_at,lang,favorite_count,retweet_count,reply_count,quote_count
2048042652525113643,siapa yg setuju bahlil unggul 1-0 sama shinichi kudo https://t.co/ztLdAvXUca,Sat Apr 25 14:13:13 +0000 2026,in,0,0,0,0
2048042120888631399,@USER coba liat paling sebelas duabelas sama bahlil,Sat Apr 25 14:11:07 +0000 2026,in,0,0,1,0
2048041865031881099,@USER Bahlil pun ga percaya,Sat Apr 25 14:10:06 +0000 2026,in,0,0,0,0
2048039843666747642,oppa bahlil,Sat Apr 25 14:02:04 +0000 2026,in,0,0,0,0
2048039630793302369,pas nebak pw kek apa ya... bahlil? eh itu mah 6 pas mikir lagi.. oalah ternyataa dan di ketik ternyata lngsung bener kwkwk,Sat Apr 25 14:01:13 +0000 2026,in,4,0,0,1
2048038904490766545,@USER pake ava Bahlil,Sat Apr 25 13:58:20 +0000 2026,in,0,0,1,0
2048038860702265506,@USER Ngapa si bahlil,Sat Apr 25 13:58:09 +0000 2026,in,0,0,1,0
2048038856461881734,@USER kudo shinichi vs bahlil menangan siapa by,Sat Apr 25 13:58:08 +0000 2026,in,0,0,1,0
2048037619964248320,@USER Kalo gw jadi dia gw juga tulis tuh nama bahlil,Sat Apr 25 13:53:13 +0000 2026,in,34,9,0,1
2048036901379330050,@USER di bisa bisain masa bahlil jelek aja bisa nerobos jadi mentri kamu buka gituan aja nda bisa,Sat Apr 25 13:50:22 +0000 2026,in,0,0,1,0
2048035467317416200,@USER 8. Ganti presiden 9. Bahlil jatoh di kamar mandi,Sat Apr 25 13:44:40 +0000 2026,in,0,0,0,0
2048035214283489318,@USER Bahlil kah lu dik,Sat Apr 25 13:43:40 +0000 2026,in,0,0,0,0
2048035017700630925,@USER Kamu mau bub aku ya kakak Bahlil.,Sat Apr 25 13:42:53 +0000 2026,in,0,0,0,0
2048034944568697306,@USER temen gw kmren ada yg pamer gini besoknya disamperin bahlil https://t.co/zKqCyecD83,Sat Apr 25 13:42:36 +0000 2026,in,0,0,1,0
2048033304298041701,Gimana postingan ttg JKW Bahlil ataupun Teddy jadi pundimu kan? sudah terima kasih belom ama mereka?,Sat Apr 25 13:36:05 +0000 2026,in,0,0,0,0
2048032179679269083,@USER BAHLIL,Sat Apr 25 13:31:36 +0000 2026,tr,0,0,0,0
2048031435727274044,@USER beby sering ketemu bahlil nggak ya,Sat Apr 25 13:28:39 +0000 2026,in,74,12,6,0
2048029632541360446,Sangat Masuk Akal Jika Bahlil Di-Reshuffle https://t.co/nYatHrfGjG,Sat Apr 25 13:21:29 +0000 2026,in,17,10,1,0
2048028653334970520,Bahlil gw ilang https://t.co/M1n0XWhZOZ,Sat Apr 25 13:17:36 +0000 2026,in,0,0,0,0
2048028504114253917,@USER Kenapa ih kk pake bahlil iconic tuh nanti gavin ft bahlil ,Sat Apr 25 13:17:00 +0000 2026,in,0,0,1,0
2048028121342112075,@USER bahlil menyukai tweet ini,Sat Apr 25 13:15:29 +0000 2026,in,4,0,0,0
2048027424403939530,@USER tahu bahlil,Sat Apr 25 13:12:43 +0000 2026,in,0,0,1,0
2048027396289491425,Ini kalo gak di acc parah aduin bahlil soalnya udh nurunin gengsi,Sat Apr 25 13:12:36 +0000 2026,in,0,0,0,0
2048026341896024107,@USER Ga tau. Enak semua soalnya mau manapun bisa ngaduin bahlil monokotil dkk nya ke atasan.,Sat Apr 25 13:08:25 +0000 2026,in,0,0,0,0
2048024178323017737,@USER bawail bahlil,Sat Apr 25 12:59:49 +0000 2026,in,0,0,1,0
2048024123994218997,Sebenarnya saya pengen bikin akun perlawanan terhadap pemerintah. Tapi ya saya mikir2. Udah paling enak itu nyerang Jokowi-Gibran-Bahlil aja aman. Jangan nekat nyebut nama Mr P,Sat Apr 25 12:59:36 +0000 2026,in,0,0,0,0
2048023885569036616,@USER Tanpa Jokowi dan LBP mustahil Bahlil jadi Ketum Golkar.,Sat Apr 25 12:58:39 +0000 2026,in,0,0,0,0
2048023438712086908,@USER Percoyo opo milih dari Adine bahlil,Sat Apr 25 12:56:52 +0000 2026,in,0,0,1,0
2048022786606858706,@USER Milih percoyo opo Adine bahlil,Sat Apr 25 12:54:17 +0000 2026,in,0,0,1,0
2048021275491303516,@USER Iya makasih ya Semangat jg kita semua termasuk pak bahlil dan limbad,Sat Apr 25 12:48:17 +0000 2026,in,0,0,0,0
2048021122336337925,orang yang hampir confess (bahkan udh confess tapi blm ngajak pacaran) trnyata bisa jg ga keep contact seharian. gue masih heran tapi yg gue tau dia emg sibuk bgt tapi dia emg kaya tai jg ngalahin bahlil sibuknya. apakah gw hrs jadi cegil nanya lgsg bang ayo kita pacaran aja,Sat Apr 25 12:47:40 +0000 2026,in,0,0,0,0
2048020834711925161,@USER wkwkwkwkwkw ya kaan kaaa aku mikir kesitu aja walau gak proper sih udh bayangin bisa foto di umbul2 ming bareng poca + doll eh kampret kaga ada tapi yaudalah dripada umbul2 bahlil makin gamau akuuu. wkwkwkwkwk macam kader golkar nantinya kaaa ,Sat Apr 25 12:46:32 +0000 2026,in,0,0,1,0
2048020071386423661,@USER Yang jelek di dunia ini cuma Bahlil,Sat Apr 25 12:43:30 +0000 2026,in,0,0,0,0
2048019368098074941,Bahlil takut nanti butuh suara PDIP tp gak sejalan dasar politisi Padahal Golkar itu inisiator pertai dg pergantian ketum paling baik menurutku jd tidak ada yg dominan berkuasa di partai,Sat Apr 25 12:40:42 +0000 2026,in,4,1,1,0
2048017739282038910,Said Didu: Golkar Sudah Dikendalikan Jokowi Sejak Bahlil Jadi Ketum https://t.co/0VszBtPOSN,Sat Apr 25 12:34:14 +0000 2026,in,21,14,0,2
2048017391947559393,@USER Ogah bgt liatnya jir lu harusnya ke IA skrg gan foto bareng sama bannernya bahlil ,Sat Apr 25 12:32:51 +0000 2026,in,0,0,0,0
2048016780623499702,@USER Sekelas Bahlil &amp; Kapolri aja takut Ganti Kapolri kalau berani,Sat Apr 25 12:30:25 +0000 2026,in,1,0,0,0
2048015476522197282,Gue liat banyakan tuntutan ke author daripada kerjaan bahlil,Sat Apr 25 12:25:14 +0000 2026,in,0,0,0,0
2048014713230139527,@USER YES alhamdulillah aku udh menanti hari ini tiba Terimakasih bahlil terimkasih satpam terimakasih ya Allah,Sat Apr 25 12:22:12 +0000 2026,in,0,0,1,0
2048014286526750921,@USER gambarin bahlil kak,Sat Apr 25 12:20:30 +0000 2026,in,0,0,0,0
2048013450853679512,@USER Ada aja yang pancing auto demo besar ini kaya agustus. Ayo bahlil naikkan harga solar-pertalite!!,Sat Apr 25 12:17:11 +0000 2026,in,0,0,0,0
2048012381960470606,@USER bahlil upsss maaf kalo benerr,Sat Apr 25 12:12:56 +0000 2026,in,0,0,1,0
2048012352390565965,Aku dan kamu ngobrol berdua terus kita bicarakan masa depan yang sirik fix temennya Bahlil sama Dadan,Sat Apr 25 12:12:49 +0000 2026,in,5,0,5,0
2048010760245379410,inikah saatnya...... pls bahlil aja kek sono yg wmil gt,Sat Apr 25 12:06:30 +0000 2026,in,4,0,0,0
2048010509581230402,Jaga Marwah Diplomasi Presiden Prabowo Ambil Alih Peran Lobi Menteri Bahlil https://t.co/EhkhJvZXFF https://t.co/faMNquSUzv,Sat Apr 25 12:05:30 +0000 2026,in,0,0,0,0
2048009821207859475,@USER KENAPA JARINYA BAHLIL SIH,Sat Apr 25 12:02:46 +0000 2026,in,0,0,0,0
2048009420119192051,@USER @USER Kecewa gak kalo tanggal 29 nanti kita mau pap mukanya pake muka bahlil dan kawan kawan? Coba tebak admin Creamoire ada berapa? Kalo bener saya kasih tepuk sakinah.,Sat Apr 25 12:01:10 +0000 2026,in,0,0,1,0
2048009095828185131,@USER @USER fukkk . untung aja gak dikutuk jd bahlil,Sat Apr 25 11:59:53 +0000 2026,in,3,0,0,0
2048008873286758821,Idrus Marham Respons Keras Hasil Survei LSSIR Soal Bahlil Lahadalia: Bertentangan Dengan Fakta &amp; Akal Sehat #bahlillahadalia #kuningkeren #golkarindonesia #partaigolkar #GolkarSolid https://t.co/q8sPX045F6,Sat Apr 25 11:59:00 +0000 2026,in,0,0,0,0
2048008644420350012,@USER mbah yunah ga lari dia mau nabok bahlil pakai tabung lpg koket itu,Sat Apr 25 11:58:05 +0000 2026,in,0,0,0,0
2048006657775739221,@USER Mao rapat remaja masjid sm Kakanda Bahlil,Sat Apr 25 11:50:11 +0000 2026,in,1,0,0,0
2048006494818607408,NOT BAHLIL PHOTO OH MY,Sat Apr 25 11:49:33 +0000 2026,en,2,0,0,0
2048005022034940029,@USER @USER Ingat kata bahlil matikan kompor setelah memasak ,Sat Apr 25 11:43:42 +0000 2026,in,2,0,0,0
2048004159501414882,@USER Ini ngomongin bahlil apa bunted?,Sat Apr 25 11:40:16 +0000 2026,in,0,0,0,0
2048000986598523059,@USER Ketua pantat Bahlil,Sat Apr 25 11:27:39 +0000 2026,in,0,0,0,0
2048000303128334736,gak pernah kepikiran bakalan dipanggil dinda sama bahlil,Sat Apr 25 11:24:56 +0000 2026,in,0,0,0,0
2047999232750334185,@USER kak... positivenya aja yuk yaudah gapapa gak ada umbul umbul daripada kaya treasure dipasang umbul umbul bahlil makin sedih yang ada kak nangis kejer mah aku kalo 3logy kmrn dipasang umbul umbul partai,Sat Apr 25 11:20:41 +0000 2026,in,0,0,1,0
2047996806991429720,Said Didu: Golkar Sudah Dikendalikan Jokowi Sejak Bahlil Jadi Ketum https://t.co/OTkegBeIUE,Sat Apr 25 11:11:03 +0000 2026,in,33,14,4,0
2047996788393885705,@USER EH JUJUR BANGETTTT AKKK mau cekek bahlil,Sat Apr 25 11:10:58 +0000 2026,in,0,0,1,0
2047996510080827624,@USER Yg pasti bukan bahlil diapasti langsung marah wkwk,Sat Apr 25 11:09:52 +0000 2026,in,0,0,0,0
2047996428488958026,@USER @USER Bahlil Pigai Dadan Dimaki satu Indonesia pun tetap tegar masa lu kalah sama mereka ,Sat Apr 25 11:09:33 +0000 2026,in,0,0,0,0
2047995647866093905,@USER muka kayak bahlil gitu sok2an buka celana astaga,Sat Apr 25 11:06:27 +0000 2026,in,0,0,0,0
2047994625819058418,Sabtu 25 April 2026 Menteri Bahlil menghadiri pelantikan DPP Partai Golkar di Jayapura Papua. Kehadiran ini menjadi momen untuk memperkuat semangat kebersamaan persaudaraan dan komitmen Partai Golkar dalam merangkul seluruh masyarakat termasuk di Tanah Papua. https://t.co/79piGx3SlJ,Sat Apr 25 11:02:23 +0000 2026,in,0,0,0,0
2047994056777887927,@USER Di buku juga ga ada menjelaskan bagaimana caranya menutup aib dg pergi umroh mendadak saat foto opa bahlil viral sedang minum hibiki,Sat Apr 25 11:00:07 +0000 2026,in,4,0,1,0
2047993715449536786,@USER otw mas bahlil,Sat Apr 25 10:58:46 +0000 2026,in,0,0,0,0
2047991306048434675,@USER Wahh hadiah pap bahlil ini berhargaaa banget ,Sat Apr 25 10:49:11 +0000 2026,in,3,0,0,0
2047991070257221872,Ini pak bahlil masih disana ga?,Sat Apr 25 10:48:15 +0000 2026,in,0,0,0,0
2047990882402714075,Kentot kentot negara gila di luar negeri aja banyak jurusan aneh bahkan mistis pun ada tapi negaranya maju maju aja. Di indo nih ngentot bgt pemerintahannya. BAHLIL,Sat Apr 25 10:47:30 +0000 2026,in,0,0,0,0
2047990576415682635,Saat ini rupiah di angka 17rb. Perlu di ingat ini bukan krisis ini dampak dolar AS nilainya mnguat.. faktanya ekonomi Indonesia saat ini masih tetap kuat dan stabil.. #rupiah #dolar #purbaya #bahlil #jagaindonesia https://t.co/mEIvvjHOLO,Sat Apr 25 10:46:17 +0000 2026,in,1,0,0,0
2047990469901406641,keren loh bapak bahlil https://t.co/UhgVGqPk5b,Sat Apr 25 10:45:52 +0000 2026,in,0,0,0,0
2047990026299175033,@USER Bahlil,Sat Apr 25 10:44:06 +0000 2026,tr,1,0,0,0
2047988819786715587,@USER Dari bahlil,Sat Apr 25 10:39:19 +0000 2026,in,0,0,0,0
2047988805903552818,@USER Gestur bicaranya kok persis Bahlil ya?,Sat Apr 25 10:39:15 +0000 2026,in,0,0,0,0
2047988767861223433,@USER Langsung nanya bahlil udah mandi belum,Sat Apr 25 10:39:06 +0000 2026,in,0,0,0,0
2047988745824248221,alasan bahlil left dari treasure,Sat Apr 25 10:39:01 +0000 2026,in,0,0,2,0
2047988279560269827,ngakak kemaren gw baca ntah dimana ada yang bilang udah h-1 tapi semua masih muka bahlil,Sat Apr 25 10:37:10 +0000 2026,in,0,0,0,0
2047987704923873337,@USER Jelek banget kaya Bahlil,Sat Apr 25 10:34:53 +0000 2026,in,1,0,0,0
2047987264215773202,Menteri Energi Sumber Daya Mineral (ESDM) Bahlil Lahadalia memang layak dicopot menjadi menteri. Pasalnya beberapa kebijakan Bahlil dinilai merugikan publik Selengkapnya baca; https://t.co/8cJ6TZ1Sn3 https://t.co/0bpqUpyCag,Sat Apr 25 10:33:08 +0000 2026,in,0,0,0,0
2047986041827869050,@USER 8. Dadan 9. Bahlil,Sat Apr 25 10:28:16 +0000 2026,in,0,0,0,0
2047983821786923347,ga pernah ga cekikikan kalo ngomongin bahlil bareng ade gue,Sat Apr 25 10:19:27 +0000 2026,in,0,0,0,0
2047981991396802748,@USER bahlil siapany nithan,Sat Apr 25 10:12:11 +0000 2026,in,0,0,0,0
2047981873578807613,@USER bahlil sabar kokk,Sat Apr 25 10:11:42 +0000 2026,in,0,0,0,0
2047981390877327745,@USER @USER pasti caca sedih banner bahlil di ganti ,Sat Apr 25 10:09:47 +0000 2026,in,0,0,0,0
2047980016982794295,Menteri ESDM Bahlil Lahadalia mendukung penuh subsidi motor listrik sebesar Rp5 juta yang disiapkan pemerintah. Ini merupakan langkah untuk mempercepat transisi energi bersih dengan beralih ke motor listrik yang lebih hemat.#bahlillahadalia #darirakyatuntukenergi #viral #esdmfu https://t.co/fnl3fBnYnP,Sat Apr 25 10:04:20 +0000 2026,in,1,0,0,0
2047979792457482726,@USER @USER @USER @USER @USER Lu pasti terpesona bahlil,Sat Apr 25 10:03:26 +0000 2026,in,0,0,0,0
2047979440693776846,@USER Iyakaaan!! Ini syukur banget ada moots baik yg mau kasih informasi terkait pintu masuk buat rv b Emang halal banget dikasih street banner bahlil si ime ini greget aku,Sat Apr 25 10:02:02 +0000 2026,in,0,0,0,0
2047978759496876088,Menteri ESDM Bahlil Lahadalia menegaskan pentingnya kebijakan DMO batubara untuk menjaga kestabilan pasokan energi dalam negeri. Ini adalah langkah strategis untuk memastikan listrik Indonesia tetap stabil #bahlillahadalia #darirakyatuntukenergi #viral #esdmfu https://t.co/hXVlniT0KZ,Sat Apr 25 09:59:20 +0000 2026,in,1,0,0,0
2047977868119191845,@USER siapapun tolong buat permintaan gulingkan rezim saat ini trus buatnya pake deepfake muka bahlil aja trims,Sat Apr 25 09:55:48 +0000 2026,in,12,1,1,0
2047976316562255883,Tidak senyum supaya cool dan rebel itu akal-akalan Bahlil.,Sat Apr 25 09:49:38 +0000 2026,in,0,0,0,0
2047975842538819767,@USER Masak gosong mulu. Ga patuh ma nasehat bahlil..,Sat Apr 25 09:47:45 +0000 2026,in,0,0,0,0
2047974002363412853,mbak yunah hati2 itu tabung gas lpg diincer sm si bahlil,Sat Apr 25 09:40:26 +0000 2026,in,2,0,1,0
2047973333355143570,Aku mendapat kabar dari si Bahlil kalau nanti malam nithan live,Sat Apr 25 09:37:46 +0000 2026,in,0,0,1,0
2047972388722065702,Ini bersebrangan sama banner treasure atau udah dicabut? Kalau belum ayok kita cabut muka bahlil ini kesel banget sumpret wkqkwk. Ihhhhhh bayangin treasure liat ini dan bertanya-tanya ini siapa sampai mukanya dipasang sebanyak itu,Sat Apr 25 09:34:01 +0000 2026,in,0,0,0,0
2047970113077580054,Budaya menyambut dengan hangat langkah terasa makin dekat dengan masyarakat. Pace Bahlil ikut menikmati sambutan tarian Papua #JejakBahlil #BahlilLahadalia #ESDM #Golkar #FromZeroToHero #PrabowoGibran https://t.co/P6dvUdtxCn,Sat Apr 25 09:24:59 +0000 2026,in,0,0,0,0
2047969635329564700,Inget kata bahlil,Sat Apr 25 09:23:05 +0000 2026,in,0,0,0,0
2047969574528925990,@USER Kodok nya kok mirip bahlil,Sat Apr 25 09:22:50 +0000 2026,in,0,0,1,0
2047969228037468210,@USER konon untuk orang yang suka numpang nama di kelompok nanti tidurnya ketindihan Bahlil,Sat Apr 25 09:21:28 +0000 2026,in,0,0,1,0
2047968944896778730,@USER mana muka bahlil nyaaarghh,Sat Apr 25 09:20:20 +0000 2026,in,0,0,0,0
2047964951349018881,Bahlil Beri Sinyal Penyesuaian Harga BBM Nonsubsidi Tahap Kedua Menteri ESDM Bahlil Lahadalia #golkarpedia #Partaigolkar #dprri #bahlillahadalia #meutyahafid https://t.co/QrooPBDumf,Sat Apr 25 09:04:28 +0000 2026,in,1,0,0,0
2047964530114998551,bahlil dan antek2nya,Sat Apr 25 09:02:47 +0000 2026,in,0,0,0,0
2047963853556973956,@USER tapi itu semua hanya khayalan bang ian aja karna sebenernya dia yg nyemplung ke got akibat meleng abis liatin gigi ompong bahlil yg sexy. bang ian ga terima dan malah nyalahin mba ibby karna ngetawain bang ian. dia bilang klow dia sudah mengirim jin ifrit untuk gangguin mba,Sat Apr 25 09:00:06 +0000 2026,in,0,0,1,0
2047963832052531632,Izin opa bahlil jangan marah ya dua neng geulis ini mau menjelaskan soal buku dan peta geopolitik dunia https://t.co/jvwhVkGmSa,Sat Apr 25 09:00:01 +0000 2026,in,226,50,5,2
2047962921918214497,jirrr kata gwehh niatnya tuktik langsung seger liat banner cowo ganteng ternyata sepanjang jalan yang muncul king bahlil https://t.co/1CmbCr6QNg,Sat Apr 25 08:56:24 +0000 2026,in,0,0,0,0
2047961547964911880,konon katanya au ddaengpalmz nyongtella dan iyuh akan rilis saat bahlil menyandang gelar pria tertampan di dunia HAPUS https://t.co/JXgTkK1AHZ,Sat Apr 25 08:50:56 +0000 2026,in,0,0,0,0
2047960425896304978,@USER bahlil,Sat Apr 25 08:46:29 +0000 2026,tr,0,0,0,0
2047959532828332382,@USER Bahlil,Sat Apr 25 08:42:56 +0000 2026,tr,0,0,0,0
2047956724330705235,@USER Bisa aja menantunya bahlil,Sat Apr 25 08:31:46 +0000 2026,in,0,0,1,0
2047955872190771289,Alhamdulillah enggak jadi pada foto sama banner bahlil ,Sat Apr 25 08:28:23 +0000 2026,in,0,0,0,0
2047953584705421661,@USER Bahlil,Sat Apr 25 08:19:18 +0000 2026,tr,0,0,0,0
2047953172694749316,@USER @USER @USER @USER @USER inilah saatnya ghia dateng ke konser bahlil........ omg...... terharu mlihatnya,Sat Apr 25 08:17:40 +0000 2026,in,0,0,0,0
2047952023950372871,@USER BAHLIL,Sat Apr 25 08:13:06 +0000 2026,tr,0,0,1,0
2047951844954267685,liat sebelah mau konser tapi gbk isinya muka pak bahlil lucu banget weh kenapa sih di momen ada konser yg hype beliau coba pak turunkan dulu itu,Sat Apr 25 08:12:23 +0000 2026,in,0,0,1,0
2047947948953416060,Bahlil Pastikan Harga BBM Subsidi di Papua Tak Naik Klaim Kantongi Kontrak Jangka Panjang dari Rusia https://t.co/IvFjK7oAKI,Sat Apr 25 07:56:54 +0000 2026,in,0,0,0,0
2047947624142270726,prabowo sama bahlil harus coba naik sih,Sat Apr 25 07:55:37 +0000 2026,in,0,0,0,0
2047947206427312145,@USER Kenapa aku? Kenapa gak bahlil aja?,Sat Apr 25 07:53:57 +0000 2026,in,0,0,1,0
2047947143873454512,KANDA BAHLIL ‍️,Sat Apr 25 07:53:42 +0000 2026,tr,0,0,0,0
2047946677085229250,@USER ngepet sayang bahlil yg ngider,Sat Apr 25 07:51:51 +0000 2026,in,1,0,1,0
2047944992237461853,@USER main tentara tentaraan dan gebukin bahlil https://t.co/jrWjhxYceL,Sat Apr 25 07:45:09 +0000 2026,in,0,0,0,0
2047943383319232622,@USER Bahlil golkar yaa,Sat Apr 25 07:38:46 +0000 2026,in,0,0,0,0
2047943201458438513,@USER @USER Bahlil pigai berhasil,Sat Apr 25 07:38:02 +0000 2026,in,0,0,0,0
2047928019860508699,@USER @USER Susah Kalau pemimpin tidak ada nyalinya sekelas Bahlil saja tidak berani pecat pada berkali-kali membohongi pimpinannya,Sat Apr 25 06:37:43 +0000 2026,in,0,0,0,0
2047927251908567328,@USER mau ketemu bahlil,Sat Apr 25 06:34:40 +0000 2026,in,0,0,0,0
2047926799011877199,@USER @USER @USER jauh-jauh ke gbk buat bahlil doang ,Sat Apr 25 06:32:52 +0000 2026,in,0,0,0,0
2047926174119235931,Kocak gweh bacanya kuil bahlil https://t.co/s1UbwI7izJ,Sat Apr 25 06:30:23 +0000 2026,in,0,0,0,0
